scene,cluster,N_points,dx,dy,dz,x_mean,y_mean,z_mean,intensity_mean,intensity_std
0000021,6,388,22.237251,14.866015,0.2707208,6.5576344,7.041664,0.25150704,3.6469073,1.1819336
0000021,7,6,0.7925781,0.06649208,0.014809176,-1.7947134,18.103302,0.23885548,3.3333333,1.0327955
0000021,8,17,2.8751836,0.1700573,0.052580774,0.6504276,17.92985,0.28595635,3.764706,0.752447
0000021,9,14,2.6783776,0.20815659,0.044158995,4.2493577,17.539127,0.35078716,3.7142856,0.72627306
0000021,10,5,1.2064896,0.2680912,0.017496318,7.7205367,17.258121,0.40525532,3.8,0.4472136
0000021,11,39,2.1023464,8.807462,0.054842055,31.733925,6.3525453,0.7828733,10.769231,5.0076866
0000021,12,7,1.1091862,1.6777492,0.009761304,17.2422,4.1300344,0.4270601,2.0,0.0
0000021,13,13,2.8775005,0.56497693,0.17510909,24.596453,-2.856781,0.66276467,19.538462,6.279801
0000021,14,391,4.5872097,25.836626,0.46499828,19.347853,-11.245879,0.5096483,18.314577,12.104704
0000021,15,6,0.47353172,1.107192,0.027298607,13.017449,-14.044613,0.11149604,3.8333333,0.7527726
0000021,16,9,0.3930149,2.1362972,0.2595513,23.097328,-31.021616,0.48773256,19.11111,6.6978436
0000021,17,5,0.10220373,0.03465557,0.18508726,1.9631345,-15.780093,-0.042950034,13.8,5.7183914
0000021,18,9,2.362844,0.46512413,0.054184526,1.6883011,-18.289482,-0.22561103,3.4444444,0.52704626
0000021,19,7,0.37704828,1.073698,0.24590813,-0.19490857,-17.345062,-0.16390686,14.142858,12.915476
0000021,20,5,0.09143329,0.03883457,0.24494249,-0.4401485,-13.538734,-0.063087426,9.6,5.7271285
0000021,21,21,3.5178294,2.2251434,0.24151406,-3.711201,-17.363415,-0.2796305,5.5238094,4.1787443
0000022,0,64754,23.485607,24.662523,0.6992459,1.6002431,-0.07192749,0.26854268,4.1010284,6.2740564
0000022,1,8,1.2781143,0.24598885,0.02329439,0.3488016,17.143936,0.29792762,3.25,0.46291006
0000022,2,199,17.32129,3.7264118,0.33663756,2.6535525,13.22942,0.29602325,2.8090453,0.81879354
0000022,3,620,34.007668,17.152212,0.6811032,11.022571,6.5835013,0.44322142,10.562903,11.116257
0000022,4,7,0.79604053,0.48776722,0.016709536,9.497728,15.724846,0.47912052,2.142857,1.2149858
0000022,5,6,1.0336189,0.80352306,0.19884884,29.746368,-6.6072884,0.7196508,13.166667,9.765586
0000022,6,5,0.10831165,0.02316475,0.17922188,6.8116813,-14.026039,0.08036514,12.6,6.1886992
0000022,7,6,0.13156605,0.08803177,0.20170423,6.406227,-16.358091,0.02166222,12.833333,8.280499
0000022,8,6,0.08336115,0.080872536,0.25388855,3.7508829,-13.622688,0.0109199835,8.833333,5.3447795
0000022,9,21,5.2215705,0.7764282,0.11075577,2.5217588,-18.079996,-0.19581772,3.2380953,0.53895843
0000022,10,5,0.427827,0.17857361,0.004029274,-1.4180938,-17.935673,-0.26469442,3.4,0.5477226
0000022,11,10,1.8006775,0.92100334,0.023528874,-3.5999877,-16.97608,-0.28990102,3.1,0.5676462
0000022,12,5,0.7249956,0.6417074,0.0042454004,-5.95413,-15.252123,-0.30573422,2.0,0.70710677
0000022,13,5,0.14864969,0.12916565,0.18264599,-6.563394,-13.681679,-0.21786079,6.2,4.7644515
0000022,14,5,1.3179955,0.29173088,0.026953653,-3.6649742,17.486464,0.23875423,3.6,0.8944272
0000023,0,64192,22.120543,23.766075,0.80384684,1.6356014,-0.09258307,0.26864633,4.1033306,6.3511186
0000023,1,376,22.238287,11.11082,0.29805365,5.7543197,6.7467523,0.36017463,4.5478725,1.483364
0000023,2,258,21.096287,6.538135,0.4176713,4.741972,10.969641,0.4579268,5.655039,5.777421
0000023,3,7,0.5581455,0.2685585,0.009961724,11.765187,11.179103,0.6745866,3.4285715,1.5118579
0000023,4,331,23.42445,8.872385,0.3749298,5.2715397,8.653458,0.4033789,4.1178246,1.4017358
0000023,5,10,0.54551125,0.9617715,0.22885156,18.059875,-2.7726955,0.4425994,6.5,6.4506674
0000023,6,5,0.10735321,0.24022913,0.23357025,18.295544,-4.6798735,0.44610143,14.2,10.756393
0000023,7,8,0.11897373,0.091814995,0.21772198,9.220016,-8.513611,0.17725018,22.5,20.59126
0000023,8,6,0.19611359,0.1563034,0.23305881,13.886846,-14.195056,0.15552399,9.0,6.752777
0000023,9,5,0.050540924,0.112169266,0.16994613,10.239989,-10.6976595,0.1617396,18.8,21.111609
0000023,10,7,0.56019115,0.8045254,0.22601587,9.410433,-14.840704,0.0014989589,4.571429,2.3704531
0000023,11,9,1.6104689,1.0473995,0.06257963,5.7733507,-17.871037,-0.20721887,2.7777777,0.44095856
0000023,12,5,0.13365078,0.106744766,0.24480252,-1.9583578,-20.625616,-0.374478,7.6,5.5946403
0000023,13,6,0.28651667,0.34778404,0.22819258,-4.2398515,-18.135405,-0.3758615,14.333333,14.445299
0000023,14,6,0.39420462,0.37937737,0.22702305,-6.3576856,-15.514239,-0.32763994,10.0,4.604346
0000023,15,5,0.08218765,0.057082176,0.18119422,-8.011812,-12.432127,-0.27079135,3.8,1.7888544
0000023,16,5,0.19698763,0.11469364,0.0052302554,-4.9076033,6.940955,0.1098541,1.0,0.0
0000024,0,64773,22.064552,22.5844,0.77589023,1.6277447,-0.0864826,0.26252422,3.8952034,5.822734
0000024,1,5,0.13719463,0.2249422,0.22538027,11.375979,-13.716723,0.0064947726,8.8,5.1185937
0000024,2,5,0.118938446,0.4216442,0.13715681,8.0612135,-17.61978,-0.15358056,8.8,5.1185937
0000024,3,93,8.684078,6.762635,0.2699339,-1.9351666,-14.63744,-0.22532734,3.9784946,5.6066313
0000024,4,5,0.09230709,0.059264183,0.17967525,-4.8730345,-14.117727,-0.13686247,17.4,17.126003
0000024,5,18,1.884326,1.6632652,0.565017,-15.619973,-38.996166,-0.35598642,9.555555,3.5183923
0000024,6,5,0.8745713,0.7081003,0.01142773,-6.5267916,-14.386296,-0.2829215,2.0,0.70710677
0000024,7,5,0.08252382,0.06754017,0.2657535,-7.577906,-12.00858,-0.1432809,5.0,2.1213202
0000024,8,296,20.860254,2.6138725,0.48242936,3.8278553,8.613382,0.32068023,4.989865,3.791592
0000024,9,181,14.6297035,3.4632893,0.26692256,1.1782647,11.689005,0.37275988,4.1325965,1.2579032
0000024,10,212,15.245137,2.6607351,0.34323364,2.0026178,10.123751,0.3348785,4.8820753,1.9004264
0000024,11,5,0.8736944,0.28395462,0.013290048,10.891812,13.628983,0.5377679,7.4,5.176872
0000024,12,6,0.16101074,0.2396226,0.21185622,16.488976,5.682047,0.519959,10.0,6.9856997
0000024,13,5,0.023176193,0.12358761,0.22035232,17.665249,4.133095,0.54656804,11.6,4.7222877
0000024,14,29,1.5990047,4.085085,0.22382924,17.811625,-0.19519255,0.37339622,5.413793,5.9071217
0000025,0,64482,20.979023,21.658606,0.7733223,1.4892591,-0.1052335,0.2689796,3.9166744,6.0875897
0000025,1,357,21.281141,11.297285,0.60619974,5.4843297,7.7583246,0.30905235,4.131653,3.6814187
0000025,2,57,5.0762863,3.9676933,0.18252908,-3.5688622,14.643754,0.2503974,3.1052632,0.85948926
0000025,3,157,12.816522,4.6614084,0.4031235,0.027746353,13.148758,0.2952833,4.178344,4.752197
0000025,4,235,14.777224,2.9009876,0.44800937,1.7646669,11.000431,0.29089752,6.093617,9.331488
0000025,5,5,0.2196455,0.19545841,0.107954204,8.918561,13.576437,0.5072137,7.8,6.8337398
0000025,6,6,0.06907177,0.11086941,0.166026,9.175057,9.449891,0.50369275,17.666666,15.357951
0000025,7,9,1.0090408,0.42855358,0.009443164,11.0908165,10.339953,0.4208391,2.3333333,0.70710677
0000025,8,5,0.18160725,0.23661804,0.15008676,13.1670475,8.172997,0.56108505,8.4,7.4027023
0000025,9,5,0.09053993,0.10480499,0.16748065,14.218721,-11.635172,0.28475234,9.0,4.527693
0000025,10,18,1.5990429,1.5054226,0.30913532,10.888618,-12.9864,0.09780093,4.7777777,4.857445
0000025,11,17,1.8738003,0.7198601,0.30068222,8.427315,-14.146175,0.04534213,5.470588,6.1554613
0000025,12,155,12.862495,5.5904303,0.36546206,-0.7766272,-12.981798,-0.090142235,3.5612903,2.4995685
0000025,13,6,1.3404105,0.43276787,0.019954607,2.0864406,-17.835655,-0.09746342,3.3333333,0.5163978
0000025,14,5,0.10212278,0.036931038,0.1865574,1.4709222,-15.724539,0.0353254,20.2,17.512852
0000025,15,83,8.187017,6.5419455,0.33871806,-3.8176744,-14.601145,-0.13572429,4.4216866,5.759659
0000025,16,19,2.2772222,0.9852028,0.3207392,-6.426762,-42.796986,-0.2269816,16.736841,4.794002
0000025,17,6,0.119645596,0.08417797,0.2255038,-5.3040266,-15.631839,-0.02678986,8.666667,4.131182
0000025,18,5,0.10112381,0.107105255,0.23206481,-4.982244,-12.140602,-0.0067598172,7.0,4.84768
0000025,19,6,0.28287935,0.2276144,0.0069541633,-4.946035,7.1995473,0.0817445,1.0,0.0
0000026,0,160,12.511637,5.59824,0.4688497,-1.0025544,-12.672899,-0.011503236,4.70625,5.5099645
0000026,1,64295,16.91257,23.601257,0.6407927,1.5298328,-0.117739215,0.27368355,3.985722,6.6616974
0000026,2,29,3.374816,1.4516449,0.22996266,-4.647773,-16.22462,-0.10690218,4.448276,5.144943
0000026,3,43,3.0785975,1.5450401,0.27048987,-5.6551943,-12.450739,-0.10596205,3.6976745,1.7665528
0000026,4,69,3.7942514,1.8579359,0.05606483,-3.889023,-9.13306,-0.08188165,3.6956522,1.6829976
0000026,5,16,2.8407505,1.968667,0.06527382,-4.7297196,15.314331,0.11552814,2.75,0.57735026
0000026,6,433,19.609367,22.473541,0.5355913,7.5808134,5.642555,0.25472942,3.9676673,6.8064423
0000026,7,123,11.586898,3.1912737,0.24153613,-0.6885586,13.4049,0.15748718,3.9512196,5.069765
0000026,8,7,0.098543644,0.15027428,0.23434025,7.015338,10.249511,0.35433665,8.142858,4.450789
0000026,9,22,0.58040047,3.670909,0.22838065,17.88462,-3.016738,0.42173174,3.7272727,3.1949635
0000026,10,11,0.5214672,1.4123096,0.23898372,17.5066,-7.3831058,0.43647346,6.5454545,5.2604876
0000026,11,6,0.06949425,0.087263584,0.2165274,12.875636,-6.173899,0.42632163,5.1666665,4.2150526
0000026,12,7,0.07969856,0.16111231,0.21815103,10.351889,-7.2453575,0.35245296,9.714286,7.521398
0000026,13,8,0.5097723,1.3968706,0.024927497,13.8720045,-11.696241,0.26423913,2.625,0.51754916
0000026,14,6,0.12343836,0.11255264,0.25436938,7.51846,-12.385518,0.25280607,16.5,11.344603
0000026,15,5,1.1138482,0.11031628,0.009427935,6.665908,-14.539412,0.08599279,2.6,0.5477226
0000026,16,39,5.9272833,1.8938427,0.0658129,1.1233164,-16.874634,0.019452736,3.0,0.8271702
0000027,0,63549,15.05859,19.425549,0.709519,1.523752,-0.1398831,0.26711148,3.8516421,6.3036523
0000027,1,460,21.321537,22.019299,0.5273978,7.2121286,-7.248781,0.07569408,3.4347825,3.4169395
0000027,2,14,1.6017914,1.2348614,0.009192631,14.009164,7.0985694,0.22068675,2.5,0.5188745
0000027,3,488,17.627674,17.962183,0.44103044,6.1218076,-5.877069,0.078741096,4.0266395,2.4312534
0000027,4,9,0.6200857,0.54508877,0.23837496,16.299015,10.238918,0.28223488,3.2222223,2.7738862
0000027,5,7,0.2407856,1.21983,0.2905767,15.950373,6.126537,0.2865231,3.0,0.57735026
0000027,6,7,0.291296,0.43415278,0.22115906,18.893826,0.9251214,0.27496043,10.142858,7.4928536
0000027,7,5,0.05274582,0.12554413,0.2182118,18.939892,-1.0710663,0.318468,13.2,7.5960517
0000027,8,6,0.30503654,0.58757925,0.2302458,18.011288,-7.15945,0.27293944,12.333333,8.21381
0000027,9,7,0.43496895,0.16198826,0.17851757,16.118715,-9.5856,0.25071913,8.428572,5.7981935
0000027,10,13,1.5301905,0.91725063,0.31215978,14.187051,-10.878428,0.2206479,5.3846154,4.482158
0000027,11,26,2.5898762,2.2115335,0.23101985,11.294987,-12.777719,0.15606634,4.923077,3.825421
0000027,12,15,1.9756327,1.159275,0.04067765,8.521079,-15.190384,0.0674457,3.1333334,0.35186577
0000027,13,34,5.7061095,1.7578793,0.1432885,2.8851223,-17.623281,-0.063185506,3.9117646,0.79268044
0000027,14,9,0.18379605,0.12784863,0.25236306,1.7398885,-13.876972,0.06946942,15.222222,9.743944
0000027,15,8,1.5567002,0.8536587,0.010393277,-2.2369804,-18.17533,-0.1813191,3.875,0.35355338
0000027,16,5,0.8221129,0.0632267,0.017562494,-2.3441105,-22.420803,-0.20126686,4.4,0.5477226
0000027,17,43,3.2704859,5.186798,0.2722673,-5.800697,-13.565746,-0.13561772,3.860465,4.3346963
0000027,18,193,16.07214,3.6195078,0.36977574,2.5212903,11.140781,0.12653975,3.9792745,1.6581823
0000027,19,237,15.207268,3.2858367,0.3450526,2.961232,9.450614,0.12565304,5.3628693,8.122681
0000027,20,74,6.666531,4.229968,0.23913279,-3.1549318,13.558864,0.10743351,4.216216,7.909194
0000027,21,155,12.78467,4.7392855,0.3355741,0.38979742,12.706469,0.12197306,4.387097,6.536995
0000027,22,15,1.8965292,1.0584097,0.03323277,-4.984259,15.582624,0.119907826,3.1333334,0.5163978
0000027,23,7,0.39610958,0.36866188,0.11977059,-2.5236547,17.519712,0.18402341,8.0,5.859465
0000027,24,5,0.09350228,0.034910202,0.19112524,0.81429845,14.849782,0.26470187,5.8,3.0331502
0000027,25,14,1.9352297,1.6928577,0.11324063,1.6170762,16.505863,0.17288457,3.2857144,2.127786
0000028,0,21746,12.116588,14.9873905,0.43007708,2.8708396,0.87865907,0.13207008,7.2646003,8.14238
0000028,1,80,10.45655,1.6063089,0.34906405,5.4921713,14.781929,0.23325782,4.4,6.339748
0000028,2,141,13.6507845,4.708435,0.43950015,6.404557,11.999327,0.21342774,4.0780144,5.615121
0000028,3,258,15.464963,16.201927,0.3763592,10.505752,6.7560124,0.24559021,4.368217,4.34863
0000028,4,350,13.648143,18.327358,0.3645099,9.921949,3.647827,0.20652741,5.2685714,6.919255
0000028,5,9,2.2862344,0.31435394,0.049505904,2.9638133,17.79009,0.22999297,3.6666667,0.8660254
0000028,6,13,3.470293,1.0344772,0.058327317,20.908539,22.03755,0.6112287,5.230769,2.1273553
0000028,7,24,0.87771606,4.42362,0.24646297,16.594803,-6.924277,0.26156887,6.375,6.9708242
0000028,8,7,0.73846626,1.2213743,0.13464707,20.55196,-4.6139817,0.34528866,7.571429,5.682052
0000028,9,8,0.086585045,0.10058069,0.22982998,12.2695265,-5.8411226,0.33101934,4.875,5.055054
0000028,10,7,0.7708168,1.9451389,0.020042479,51.116955,-27.332903,1.0004244,25.714285,13.634689
0000029,0,62923,13.956613,18.63218,0.5761578,1.5046688,-0.13116395,0.27064693,3.9570427,6.412429
0000029,1,100,9.0268955,13.370606,0.16752303,22.292377,8.324281,0.69934493,8.41,4.89505
0000029,2,567,21.118734,31.726385,0.7047057,7.747614,-2.7993603,0.24100536,3.5185184,4.3575926
0000029,3,694,18.878185,26.027927,0.7406474,5.359217,-0.87152064,0.18486764,4.6556196,3.72052
0000029,4,709,16.242062,21.608843,0.69732964,4.6787786,-0.09224856,0.16178618,5.4513397,3.7547655
0000029,5,162,5.892517,21.94321,0.33059514,15.475456,0.042340826,0.4353197,2.8209877,2.7570448
0000029,6,6,0.13273239,0.18682444,0.1909666,15.632175,1.2913574,0.52356553,12.833333,11.6518955
0000029,7,8,0.44866562,1.5989428,0.13992214,20.406887,-6.169486,0.6222198,7.625,9.334077
0000029,8,5,0.11593056,0.20174265,0.124720216,18.010344,-7.9250536,0.59933233,17.4,16.697306
0000029,9,22,2.296894,3.0259447,0.103547364,11.396804,-12.482949,0.35543874,2.7727273,2.3488967
0000029,10,5,0.09055519,0.08983612,0.19643462,8.891761,-13.018957,0.41969824,5.4,4.97996
0000029,11,8,0.41089487,0.1652832,0.21844792,6.2575793,-15.907687,0.28706366,7.75,5.8979416
0000029,12,5,0.9495816,0.490736,0.027779393,1.4865863,-17.821524,0.11012169,3.0,0.0
0000029,13,8,1.2017093,0.23761368,0.124808446,-2.833674,-18.089157,0.027160546,2.25,0.8864053
0000029,14,6,0.10396242,0.11793232,0.2053178,-4.9348454,-14.988227,0.12078408,11.5,5.75326
0000029,15,5,0.12869549,0.06248474,0.21371077,-6.741187,-15.12771,0.04682087,9.0,4.84768
0000029,16,8,0.4839077,0.66428566,0.25645018,-4.948137,8.725562,0.043598186,1.5,0.75592893
0000029,17,8,0.5556507,0.6087856,0.2360653,-4.1653075,17.087471,-0.043844923,6.0,5.154748
0000029,18,5,0.105475545,0.025535583,0.20500003,-1.2718651,15.99011,0.08482497,14.4,6.1073728
0000029,19,5,0.27028275,0.08769798,0.28193897,-0.11400144,21.876064,0.08897402,12.2,12.070625
0000029,20,95,9.570439,14.439505,0.26266825,12.910374,22.314226,0.4954973,16.178947,4.417034
0000029,21,8,1.2118931,1.393816,0.037120253,8.740066,15.687473,0.26489523,2.875,0.35355338
0000029,22,15,1.9647837,2.4178963,0.06423032,10.512799,13.3340435,0.32081443,2.4,0.7367884
0000030,0,62550,14.837236,18.607616,0.58886164,1.4941891,-0.08395203,0.26180857,4.1292086,7.099798
0000030,1,246,19.199093,8.151285,0.53529644,3.5540807,-12.347675,0.09678493,3.390244,3.3494055
0000030,2,565,3.865036,35.046444,0.31786725,18.645462,0.82292575,0.5808018,18.348673,10.346164
0000030,3,265,16.527872,5.1918893,0.57086337,2.0783882,-10.743416,0.07286295,5.2981133,5.7437215
0000030,4,257,14.440739,4.596129,0.2841436,1.9555249,-9.219719,0.06088172,4.922179,1.2158517
0000030,5,41,4.010602,4.9769735,0.13540147,11.926553,-11.601164,0.28233206,2.4146342,0.70624393
0000030,6,19,2.0403805,2.485879,0.2466281,8.139996,-15.668358,0.2324522,7.7894735,8.52173
0000030,7,77,10.707436,1.4140816,0.38733226,0.24449566,-16.66474,0.056389686,3.7012987,3.950566
0000030,8,5,0.1316309,0.1437378,0.20492946,-5.6471167,-15.017685,0.04711582,6.4,4.560702
0000030,9,432,15.526074,17.07534,0.3123067,6.1497097,6.0049796,0.18911348,5.296296,4.210272
0000030,10,405,17.562304,20.227818,0.34803325,7.8112216,6.5718045,0.22626914,4.1975307,3.6117923
0000030,11,6,0.1279583,0.15048599,0.27785116,-4.461759,13.343399,0.14337553,4.5,3.563706
0000030,12,91,12.758131,2.3119812,0.5230492,1.077776,15.722398,0.11117648,3.6483517,4.485467
0000030,13,6,0.08789253,0.07237148,0.18572454,4.383418,14.0355215,0.28945333,15.5,6.348228
0000030,14,157,2.551734,16.8685,0.091584384,14.551812,1.1535926,0.36054435,2.5477707,0.67411727
0000031,0,63574,18.49014,22.553429,0.7130643,1.574992,-0.109962046,0.2748374,3.9162078,6.4968596
0000031,1,9,0.05920434,0.04294038,0.121479735,-1.3454709,2.4191024,0.31868878,11.888889,6.7720833
0000031,2,1225,23.139484,25.217094,0.52653295,9.384991,2.7409809,0.41714376,11.231836,11.35401
0000031,3,331,18.849314,9.60511,0.3087401,4.739684,7.940983,0.33838618,4.2990937,1.1824342
0000031,4,158,18.516977,6.1411667,0.3499272,4.9731274,13.3440485,0.44605902,2.7594936,0.6996849
0000031,5,8,0.58408546,0.4831295,0.41682538,16.750675,-14.993428,0.406699,11.875,11.740498
0000031,6,5,0.316391,0.25318527,0.44946533,17.221577,-17.000938,0.3888579,8.6,4.929503
0000031,7,26,2.1244488,1.3005676,0.3968558,19.68825,-22.441864,0.5011094,30.307692,49.45201
0000031,8,5,0.7815151,0.98880386,0.01629132,24.003414,-31.735794,0.64998996,33.6,15.852445
0000031,9,3,0.6129494,0.35871124,0.2461597,22.87774,-31.939169,0.4664729,54.0,54.525223
0000031,10,26,1.8434391,3.389595,0.51517534,19.051321,-32.553852,0.34443024,25.615385,36.769638
0000031,11,20,2.6210594,2.5699615,0.32494453,17.377409,-38.016354,0.43518853,17.3,6.8985124
0000031,12,62,8.771455,2.210598,0.61737895,3.4691167,-16.471794,-0.053167675,6.919355,9.090255
0000031,13,13,2.1259367,0.6027298,0.037677065,-3.4565406,-16.480896,-0.26221687,2.9230769,0.49354813
0000031,14,6,0.70643425,0.2593956,0.39485264,-19.501965,-55.50256,-0.57876486,133.66667,12.2256565
0000031,15,5,0.47790813,0.24791718,0.26239356,-9.334351,-18.750309,-0.3308053,9.4,5.2249403
0000032,0,56029,18.06597,22.910107,0.89525807,1.579698,-0.40311348,0.2812187,3.5022578,5.9935102
0000032,1,477,10.527029,6.6828594,0.37160295,11.643634,5.802209,0.56106377,21.18239,15.842922
0000032,2,131,9.951402,7.0644293,0.037124664,11.038823,3.9013166,0.39561707,4.7633586,1.6068702
0000032,3,227,9.215581,15.219011,0.32033336,11.105118,0.44638282,0.31329602,4.889868,2.5050805
0000032,4,17,0.93406487,1.3118279,0.36179727,18.955667,1.1926153,0.6280062,9.764706,8.097295
0000032,5,16,1.1261444,1.5193139,0.3972606,20.574312,0.18200022,0.67269576,8.0625,6.951918
0000032,6,30,2.1220398,2.662807,0.5210931,26.18195,-2.2471492,0.7481432,32.433334,43.702507
0000032,7,11,0.80503464,1.7800831,0.02003935,17.367485,-1.9902885,0.35384497,2.909091,0.700649
0000032,8,11,0.9939194,1.6827259,0.24702793,35.635254,-5.6593547,0.9590265,55.272728,49.85397
0000032,9,34,2.1162796,4.1381407,0.45372295,33.088776,-9.51268,0.8185043,24.117647,36.26649
0000032,10,24,0.987545,3.849081,0.28366375,35.8871,-14.356609,0.93291265,20.583334,8.914652
0000032,11,14,1.721632,0.6222725,0.7701199,23.331705,-53.20567,-0.00363927,50.142857,36.38651
0000032,12,72,8.165743,7.096983,0.24639311,-3.4615402,-15.498564,-0.28414977,2.7916667,2.6213505
0000032,13,12,0.059099555,0.07172799,0.066709995,-1.1682024,2.7198858,0.29889604,9.666667,4.292347
0000032,14,94,6.732035,0.7085066,0.16870841,-1.8634795,9.9033785,0.27879825,4.3510637,1.6044793
0000032,15,93,7.813755,0.6426716,0.18317643,-1.7580844,11.893659,0.33061925,3.516129,1.0385284
0000032,16,90,5.129068,0.74926376,0.13752998,-1.7730714,8.477115,0.24573688,4.6444445,1.6914265
0000035,0,63802,18.665169,25.747564,0.94108844,1.4472498,-0.16224247,0.2719795,4.0094824,6.461278
0000035,1,13,0.18856716,1.1904116,0.10286188,-10.351628,12.049943,0.16293056,2.8461537,1.9513309
0000035,2,7,0.32117748,0.22780752,0.0072568357,-5.2994285,6.9744353,0.10553118,1.0,0.0
0000035,3,6,0.21489573,0.20632124,0.002771683,-4.558644,6.174908,0.10182329,1.0,0.0
0000035,4,5,0.68457174,0.100274086,0.013175294,-8.417693,14.511747,0.22256407,1.4,0.5477226
0000035,5,283,21.52952,6.7101955,0.31101838,3.81043,10.465602,0.3599398,4.1413426,2.19957
0000035,6,369,24.410885,16.387743,0.29131788,6.307487,6.9635477,0.3406215,4.03523,1.4031622
0000035,7,407,20.789206,17.357515,0.2339721,6.181788,5.0690217,0.29808268,4.3857493,1.4198083
0000035,8,50,6.0600767,1.3469553,0.10397577,-2.830573,14.267091,0.32006076,6.22,8.187323
0000035,9,112,10.695152,2.3922586,0.107798934,5.8218946,12.457471,0.43647334,3.1785715,0.9125184
0000035,10,8,1.1582003,0.7901182,0.017552674,13.65304,10.476299,0.57685244,3.0,0.5345225
0000035,11,6,0.8542061,0.96639156,0.013597608,16.930105,8.593117,0.6224488,3.8333333,0.7527726
0000035,12,5,0.9796467,0.82673264,0.009366095,16.178413,5.4597654,0.5218094,3.0,0.70710677
0000035,13,6,0.78694916,1.2390852,0.00925231,17.430704,4.265305,0.5336021,3.1666667,0.4082483
0000035,14,37,0.7976227,5.47738,0.017377019,25.261591,-0.31449693,0.73488206,13.135135,4.933796
0000035,15,21,0.960907,6.269389,0.22700739,27.1575,-14.633672,0.44445854,11.0,3.082207
0000035,16,6,0.09286213,0.10859156,0.20124635,14.609569,-7.3916583,0.3577261,12.0,5.7271285
0000035,17,5,0.6189537,0.7924175,0.010821462,33.177635,-24.799168,0.6061483,33.6,18.420097
0000035,18,7,0.14196873,0.6988573,0.24100165,15.548401,-10.41805,0.26637164,7.285714,4.231402
0000035,19,6,0.07986832,0.09056568,0.24088827,11.27908,-8.213031,0.28852803,8.166667,6.1128283
0000035,20,5,0.74036264,0.43190193,0.23052163,6.224141,-18.02902,-0.009038942,6.6,5.3197746
0000035,21,5,0.24248248,0.02658081,0.48741287,0.9424033,-38.010788,-0.06849558,16.8,7.4296703
0000035,22,6,0.1113078,0.025865555,0.20134631,0.48925242,-17.108292,-0.10468998,13.833333,7.413951
0000035,23,5,0.08126128,0.07426739,0.23118456,0.8244899,-12.924466,-0.034799997,11.2,4.7644515
0000035,24,7,0.14241421,0.056037903,0.2262027,-1.9353142,-11.44727,-0.11534597,9.571428,8.657504
0000035,25,5,0.14170456,0.10235405,0.2082279,-7.9838233,-14.445752,-0.3779605,2.8,0.4472136
0000036,0,64672,23.848938,26.508923,0.81320256,1.5229834,-0.062051944,0.26519775,3.8780925,5.9445605
0000036,1,5,0.2014947,0.20464993,0.0030497536,-7.1810827,8.6799755,0.09242116,1.0,0.0
0000036,2,8,0.31582403,0.29187155,0.00525064,-6.134764,7.3783226,0.08673217,1.0,0.0
0000036,3,170,17.051798,3.970583,0.3354656,0.797384,14.035846,0.305991,3.1705883,0.9485365
0000036,4,229,18.40055,3.3341627,0.34825256,2.5230074,11.707322,0.28433973,3.7292576,1.0986714
0000036,5,305,21.667755,7.3626204,0.34418327,4.3801966,9.378122,0.27599427,3.8229508,1.3626108
0000036,6,137,7.8070793,11.551356,0.20004866,16.690924,8.362419,0.56894296,8.656935,5.3446484
0000036,7,67,6.4633827,9.345001,0.3151231,24.56393,-3.4117672,0.48640418,7.8208957,4.104415
0000036,8,9,1.0105267,0.744714,0.18181771,27.477715,-3.335697,0.7329862,12.333333,5.338539
0000036,9,29,1.1184769,3.8204541,0.23592931,34.125847,-8.796237,0.7906026,25.51724,31.767706
0000036,10,5,0.10411072,0.14687634,0.18309306,12.516687,-10.310371,0.22624259,6.2,2.8635643
0000036,11,6,0.08980274,0.09720039,0.17767751,3.0809405,-13.659364,0.011595962,6.3333335,6.121002
0000036,12,5,0.12162471,0.038438797,0.20280081,-3.4819038,-16.920622,-0.19451745,12.8,8.671793
0000036,13,5,0.09197235,0.060890198,0.23874289,-3.4188294,-12.647311,-0.102733694,8.4,5.4129477
0000037,0,64692,22.88251,23.200848,0.96244407,1.5083592,-0.045722604,0.27200413,3.844973,5.930073
0000037,1,249,17.763186,1.8405433,0.38241833,2.282406,9.009222,0.4123957,5.329317,1.7262162
0000037,2,7,0.36359453,0.080233574,0.014139913,-5.282104,6.572491,0.12961045,1.0,0.0
0000037,3,195,14.726715,0.57070065,0.35185498,0.9043512,10.590509,0.4421492,4.953846,1.5408269
0000037,4,172,14.141687,8.016963,0.23402214,15.967788,7.2298245,0.70087624,8.348837,4.6245403
0000037,5,5,0.1761446,0.3000703,0.0034133792,12.425005,7.605916,0.5890413,2.0,0.0
0000037,6,22,2.9934826,3.3665075,0.022839308,16.739485,-0.04139905,0.43180275,2.8181818,0.8528029
0000037,7,5,0.14925098,0.21879578,0.14891297,15.71127,-7.9460325,0.31107575,9.6,7.1972218
0000037,8,6,0.07791233,0.07375193,0.2223233,11.34381,-6.4943376,0.21658249,8.5,5.8223705
0000037,9,6,0.22834873,1.292162,0.03142161,14.936872,-9.190485,0.08786542,2.6666667,0.5163978
0000037,10,6,0.10379791,0.10235691,0.24417536,11.55203,-8.257369,0.16317362,6.6666665,3.9327683
